sound,pm2,pm10,label
63.86834124767938,54.2,59.6,3
64.75694779337925,58.333333333333336,67.94444444444444,3
61.58353145982312,56.31428571428572,65.42857142857143,3
61.367360468055075,55.27777777777778,61.55555555555556,3
61.28894509732874,53.65625,63.9375,0
62.691094618894596,53.166666666666664,62.388888888888886,0
62.63948223280204,51.94444444444444,60.916666666666664,3
61.39191450857335,52.888888888888886,63.833333333333336,3
64.06905073477331,54.885714285714286,63.8,3
64.40003265297715,54.0,65.3125,3
64.04985130657492,52.166666666666664,60.333333333333336,3
64.56478809779063,54.0,63.611111111111114,3
65.11793870735104,52.02857142857143,59.457142857142856,6
64.49948203056148,50.166666666666664,57.55555555555556,6
63.8288336617322,54.333333333333336,63.083333333333336,3
62.94781333296445,54.0,61.44444444444444,3
63.81522753841513,52.833333333333336,58.19444444444444,3
65.11721240628543,53.44444444444444,61.111111111111114,6
64.39867846210984,54.25714285714286,61.371428571428574,6
63.886536124045136,52.5,60.05555555555556,3
64.99284844524644,49.52777777777778,58.27777777777778,6
63.60419303778492,52.94444444444444,58.72222222222222,3
64.51095477467948,52.65714285714286,60.97142857142857,3
62.47532668411324,53.44444444444444,60.0,3
65.57284216128264,54.0,58.642857142857146,3
62.01341441480723,60.6,68.8,3
62.4848782284878,63.583333333333336,70.41666666666667,3
63.76665031781991,68.22222222222223,77.83333333333333,3
67.6723784870398,66.13888888888889,85.77777777777777,7
65.43737861522293,67.6470588235294,82.11764705882354,7
63.17639433717017,66.97222222222223,99.02777777777777,8
63.2598724265136,67.44444444444444,94.0,5
62.80855816557502,67.19444444444444,89.63888888888889,5
61.04629451515095,65.16666666666667,78.44444444444444,4
66.45229482911485,66.71428571428571,92.68571428571428,4
63.19131851710674,67.27777777777777,91.72222222222223,8
63.90166636278949,66.11111111111111,88.05555555555556,5
67.34546616721899,63.27777777777778,86.44444444444444,7
58.61336802351462,64.25,86.36111111111111,4
60.435760322123585,64.23529411764706,86.41176470588235,4
51.114039796681624,65.75,82.97222222222223,1
55.274408112619724,65.33333333333333,93.11111111111111,1
58.43174483857111,63.361111111111114,86.0,1
59.98729209626583,62.888888888888886,79.33333333333333,1
63.97392510629487,62.857142857142854,85.2,1
63.14832377780036,68.38888888888889,90.44444444444444,4
65.36287779161603,63.27777777777778,82.22222222222223,4
65.3174244227825,62.44444444444444,78.55555555555556,7
61.643033912319915,63.371428571428574,80.65714285714286,4
64.02897416369936,61.77777777777778,82.11111111111111,4
68.3024455295374,61.52777777777778,81.61111111111111,7
65.4630369152435,60.333333333333336,78.5,7
66.31570850940155,66.08333333333333,85.38888888888889,7
66.01503717192404,66.6470588235294,91.47058823529412,7
64.40597392626513,59.80555555555556,80.55555555555556,7
70.87412949068502,61.55555555555556,82.88888888888889,7
64.89916108034791,61.166666666666664,82.11111111111111,7
52.31945516304924,60.333333333333336,79.88888888888889,1
62.40669047291219,60.82857142857143,83.0,1
61.72253219014093,64.16666666666667,84.94444444444444,4
62.44245041378417,58.69444444444444,79.13888888888889,4
60.74693683906836,64.16666666666667,84.66666666666667,1
62.4041641912069,63.22857142857143,82.51428571428572,4
67.24369026738597,62.05555555555556,81.0,4
66.50824139914356,59.888888888888886,79.69444444444444,7
66.71902315607113,63.888888888888886,84.55555555555556,7
60.724483989846554,61.388888888888886,78.27777777777777,4
66.04065097341251,60.588235294117645,81.29411764705883,4
64.98062079594251,62.0,79.52777777777777,4
66.70255698917259,61.111111111111114,78.83333333333333,7
70.23594525963425,60.611111111111114,78.66666666666667,7
68.77333820253234,61.833333333333336,80.94444444444444,10
70.54892774622347,63.31428571428572,84.68571428571428,10
69.08079299397808,56.72222222222222,78.0,10
69.63877465255979,59.638888888888886,75.58333333333333,10
65.70831102303248,59.77777777777778,83.77777777777777,10
67.7716280706504,63.74285714285714,84.22857142857143,7
66.18218540850948,60.55555555555556,81.94444444444444,7
67.85476938578249,58.72222222222222,78.02777777777777,7
66.80180360475565,59.833333333333336,79.5,7
68.88528655263572,59.5,78.08333333333333,7
70.83588170166132,58.88235294117647,75.3529411764706,10
71.0323337453018,61.666666666666664,79.86111111111111,10
70.45034525136575,58.888888888888886,79.16666666666667,10
70.45354123110457,57.083333333333336,80.47222222222223,10
68.51802483199326,59.44444444444444,78.44444444444444,10
69.974964864323,58.885714285714286,76.6,10
69.49424059012495,57.388888888888886,75.16666666666667,10
69.75382074888606,59.5,76.80555555555556,10
71.08527384891961,58.833333333333336,75.77777777777777,10
71.2991009420088,59.0,75.6,10
69.71919269288297,59.0,71.88888888888889,10
69.34879571869517,57.388888888888886,71.55555555555556,9
66.85012534504047,57.833333333333336,71.33333333333333,9
69.16676262715124,61.5,78.30555555555556,10
69.39867613794615,57.705882352941174,70.76470588235294,10
70.09161831624006,57.5,74.36111111111111,10
69.5996522690376,58.166666666666664,79.77777777777777,10
71.04566047437439,58.05555555555556,74.94444444444444,10
71.2951319692471,57.0,73.88888888888889,10
66.87569712805816,56.94285714285714,78.05714285714286,10
71.00508895491603,56.44444444444444,73.38888888888889,10
71.55730965808569,59.0,84.08333333333333,10
69.72026291917342,57.0,73.27777777777777,10
69.18646779025346,57.8,73.68571428571428,10
70.43128351213237,58.166666666666664,70.94444444444444,10
70.44861503336168,58.861111111111114,78.69444444444444,10
74.6769035492112,59.833333333333336,78.27777777777777,10
68.69862062538363,57.55555555555556,78.25,10
68.78136821466362,58.8235294117647,77.3529411764706,10
71.15741343636006,58.47222222222222,74.63888888888889,10
69.643757856579,60.388888888888886,75.83333333333333,10
69.06760684909928,61.666666666666664,72.88888888888889,10
69.97493472991972,59.333333333333336,72.72222222222223,10
71.94737565318165,59.08571428571429,76.08571428571429,10
72.11706455274597,57.333333333333336,73.16666666666667,10
71.04654286844683,57.361111111111114,69.47222222222223,9
73.58051744352659,59.94444444444444,77.11111111111111,9
70.75759104970324,57.25714285714286,70.65714285714286,9
71.31331514333822,58.72222222222222,73.33333333333333,9
69.95897523349399,56.833333333333336,70.0,9
66.03060147923574,59.0,68.55555555555556,9
67.18266022867921,56.611111111111114,74.58333333333333,6
68.71160293087293,55.88235294117647,71.05882352941177,6
65.75982781010858,57.638888888888886,72.91666666666667,6
67.91968661998307,60.388888888888886,71.83333333333333,6
67.51174674770103,59.52777777777778,73.38888888888889,7
72.9208308401492,58.333333333333336,70.55555555555556,9
65.87470583375112,57.6,72.91428571428571,9
64.92528581310567,55.611111111111114,73.0,6
66.34176007144073,56.5,75.72222222222223,7
68.93248478491496,57.22222222222222,70.66666666666667,7
68.12871710601152,59.371428571428574,78.05714285714286,7
69.6392396650965,59.55555555555556,75.55555555555556,10
70.06947243194911,58.02777777777778,74.05555555555556,10
69.83505212390476,59.22222222222222,71.83333333333333,9
68.91974348532321,62.80555555555556,81.47222222222223,10
70.18764543417439,56.705882352941174,80.23529411764706,10
70.78524019166491,60.19444444444444,78.97222222222223,10
66.13071203721613,60.0,80.72222222222223,10
68.95893133473426,61.388888888888886,81.30555555555556,10
67.43237140733783,59.333333333333336,87.77777777777777,10
73.88528721551812,59.6,80.45714285714286,10
70.58217550039102,60.27777777777778,81.61111111111111,10
69.82826872161027,58.388888888888886,81.88888888888889,10
70.10901929392142,58.0,80.44444444444444,10
70.54364195304782,58.5,79.22222222222223,10
68.47187565713101,59.470588235294116,80.23529411764706,10
66.94567583610939,61.05555555555556,89.02777777777777,10
62.73956699756525,58.05555555555556,87.61111111111111,7
65.75518494941812,59.888888888888886,84.33333333333333,7
66.81252184566657,58.411764705882355,86.52941176470588,7
66.97788910399055,59.388888888888886,84.69444444444444,7
68.24230284821093,59.22222222222222,85.11111111111111,7
71.0526344513725,58.888888888888886,85.58333333333333,10
67.80733615947518,56.0,80.33333333333333,10
67.26385012301432,57.457142857142856,79.11428571428571,10
68.01613667102185,58.0,85.16666666666667,7
70.21988196116183,58.416666666666664,84.33333333333333,10
70.34552149054228,59.5,82.88888888888889,10
70.05620271859411,60.17142857142857,85.68571428571428,10
72.86222890687006,59.72222222222222,87.83333333333333,10
71.7929785899683,57.0,81.75,10
70.53824103530772,56.05555555555556,77.05555555555556,10
70.47749495976109,55.888888888888886,80.83333333333333,10
66.646158616738,55.1764705882353,75.58823529411765,10
65.78576297093849,59.27777777777778,84.36111111111111,7
69.15666847148582,56.888888888888886,85.33333333333333,7
66.61744273067617,55.583333333333336,77.0,7
67.45263962022938,57.388888888888886,79.94444444444444,7
68.22295652431718,56.628571428571426,78.51428571428572,7
69.06646402645703,56.05555555555556,80.0,10
66.29274913787701,57.333333333333336,77.41666666666667,7
66.07874500965451,57.333333333333336,81.44444444444444,7
66.76490365668445,58.51428571428571,78.11428571428571,7
68.21233592451019,57.0,76.44444444444444,7
69.37073666007255,56.361111111111114,75.33333333333333,10
66.07678947991592,53.22222222222222,78.55555555555556,7
62.82550422022494,56.861111111111114,78.83333333333333,7
63.24343658772074,57.588235294117645,83.52941176470588,4
65.8887394475153,56.833333333333336,80.58333333333333,7
63.37289159689927,55.27777777777778,76.61111111111111,7
65.23478749740151,54.02777777777778,74.80555555555556,7
63.44735123265961,55.8235294117647,74.70588235294117,7
67.18090721188742,55.80555555555556,78.08333333333333,7
64.00517406873655,56.0,73.94444444444444,7
65.56207733121838,56.361111111111114,76.41666666666667,7
65.23255842956982,56.611111111111114,72.5,7
70.16501051104177,55.97142857142857,78.02857142857142,7
73.23394578493338,55.22222222222222,76.66666666666667,10
74.58103741889826,55.416666666666664,77.27777777777777,10
71.45881337314319,56.22222222222222,77.5,10
72.0049662869395,57.4,86.97142857142858,10
69.79276541621829,59.72222222222222,75.22222222222223,10
69.44079457407943,54.611111111111114,77.66666666666667,10
70.78486351339248,55.72222222222222,78.72222222222223,10
66.57838425005123,55.666666666666664,75.86111111111111,10
63.38119806782771,55.05882352941177,70.6470588235294,7
63.37622260472282,53.583333333333336,74.11111111111111,7
58.77578408737362,53.22222222222222,72.44444444444444,4
60.27824935575396,54.47222222222222,74.02777777777777,0
60.485394465324696,53.35294117647059,73.0,1
60.3483786441379,52.72222222222222,77.19444444444444,1
60.32034063129319,57.0,74.83333333333333,1
63.21469037105257,54.638888888888886,69.11111111111111,4
62.77801843429174,53.833333333333336,72.88888888888889,3
60.915618761292485,53.22857142857143,69.62857142857143,3
60.96443751392717,51.611111111111114,68.88888888888889,0
62.46198855592944,53.916666666666664,71.77777777777777,3
59.45140269534933,55.0,72.33333333333333,0
60.830103922374306,54.8,74.25714285714285,0
63.44026058207703,53.666666666666664,78.88888888888889,1
64.55821445192608,54.02777777777778,70.41666666666667,4
62.814098278924206,51.77777777777778,69.61111111111111,3
62.062370722253455,54.02777777777778,71.61111111111111,3
61.92547255331256,53.23529411764706,68.6470588235294,3
64.99052775383441,53.361111111111114,72.83333333333333,3
62.08025282512887,54.833333333333336,72.0,4
63.21082206276171,53.44444444444444,72.63888888888889,3
60.11208421336008,52.166666666666664,71.11111111111111,3
61.665556946509206,51.22857142857143,67.57142857142857,0
60.408555828839226,48.333333333333336,63.77777777777778,0
60.287506628781166,54.52777777777778,72.08333333333333,0
60.224682924168945,55.388888888888886,73.66666666666667,0
63.72642291041183,55.68571428571428,69.05714285714286,0
62.02145186660732,53.666666666666664,73.05555555555556,3
57.888479262843084,56.5,71.11111111111111,0
59.36074238068636,55.0,72.16666666666667,0
61.11399811064561,54.371428571428574,76.62857142857143,0
61.415774102583036,59.111111111111114,80.11111111111111,1
61.14939990714221,54.0,71.97222222222223,1
62.69158970537186,55.833333333333336,76.05555555555556,1
63.21074192535343,57.666666666666664,78.69444444444444,4
58.0202451964208,59.0,73.0,1
58.96949237413644,55.77777777777778,74.27777777777777,1
60.59188260156058,55.77777777777778,71.38888888888889,0
57.97614024773712,56.19444444444444,73.58333333333333,0
58.90656829486766,59.888888888888886,79.44444444444444,1
61.32227721277714,59.8,77.85714285714286,1
62.636899906810655,60.94444444444444,82.61111111111111,1
61.75618760342901,59.611111111111114,87.22222222222223,4
61.75772070606807,60.1764705882353,85.29411764705883,4
63.09686440186317,57.5,83.75,4
63.47691488437848,56.77777777777778,89.0,4
60.17415113761501,61.138888888888886,90.47222222222223,4
57.787297301148705,61.94444444444444,87.77777777777777,1
60.10228990802547,58.97142857142857,87.34285714285714,1
62.79872900327997,64.77777777777777,87.0,1
62.301641428102066,63.44444444444444,96.97222222222223,5
60.21322643041407,64.76470588235294,104.58823529411765,2
62.81563718006881,61.833333333333336,94.75,5
61.59984531153215,62.94444444444444,97.55555555555556,5
60.626060028372684,66.58333333333333,100.88888888888889,2
64.52088041347629,67.58823529411765,105.58823529411765,5
62.86979202895701,64.05555555555556,96.72222222222223,5
63.29573778544204,61.0,90.33333333333333,5
61.17358468371668,67.02857142857142,94.57142857142857,2
64.82177661994525,67.0,97.44444444444444,5
61.6517720910395,63.333333333333336,88.69444444444444,5
61.545117416888246,65.94444444444444,88.88888888888889,5
61.698442410959814,64.44444444444444,83.94444444444444,1
60.259136471987134,64.29411764705883,93.76470588235294,1
63.60949155240529,65.86111111111111,92.16666666666667,5
61.70736282636689,64.94444444444444,89.27777777777777,5
62.8841922408301,68.02777777777777,90.11111111111111,5
62.778112707751525,68.58823529411765,93.6470588235294,5
65.15774026664629,65.80555555555556,91.11111111111111,5
58.815534021378916,69.16666666666667,89.94444444444444,5
59.71155750504465,67.27777777777777,92.75,2
59.64160066440181,68.38888888888889,100.77777777777777,2
63.547294005331594,68.17142857142858,93.57142857142857,5
62.532675762133245,66.0,90.55555555555556,5
60.188003557282464,67.61111111111111,93.52777777777777,2
60.09081601483044,68.5,93.33333333333333,2
61.10195386947891,65.8529411764706,83.20588235294117,1
58.869552630304526,68.05555555555556,88.22222222222223,1
59.934196458669625,66.33333333333333,85.88888888888889,1
64.03496834334288,67.11111111111111,89.11111111111111,1
59.6802756985784,66.61111111111111,89.47222222222223,1
57.50850329037412,64.52941176470588,84.52941176470588,1
61.956418386620776,66.30555555555556,85.63888888888889,1
59.62158551494454,69.5,86.72222222222223,1
60.88612423485066,65.36111111111111,90.47222222222223,1
58.23280214975168,64.61111111111111,85.33333333333333,1
57.68034370978635,63.51428571428571,83.82857142857142,1
57.14346116435028,67.11111111111111,81.83333333333333,1
58.83641176888711,65.69444444444444,85.5,1
60.63685388988698,67.11111111111111,86.0,1
